7.686850428581237793e-02 5.346298217773437500e-01
-1.536752581596374512e+00 -3.253144919872283936e-01
-2.858677804470062256e-01 -1.828139185905456543e+00
1.470158338546752930e+00 1.229144573211669922e+00
5.537226200103759766e-01 -1.109958052635192871e+00
-5.107018947601318359e-01 5.997692942619323730e-01
2.583689451217651367e+00 -1.944577455520629883e+00
-2.219505608081817627e-01 2.242826223373413086e-01
3.491492509841918945e+00 -1.372257113456726074e+00
7.418940663337707520e-01 -3.679331243038177490e-01
-1.733115613460540771e-01 1.269133090972900391e-01
3.513971865177154541e-01 1.517879724502563477e+00
-4.830956757068634033e-01 -3.360405266284942627e-01
-1.208089470863342285e+00 2.371268510818481445e+00
2.903969764709472656e+00 -1.434319972991943359e+00
4.506473839282989502e-01 -3.955879509449005127e-01
-6.162419915199279785e-01 5.257280468940734863e-01
7.449219822883605957e-01 3.378778100013732910e-01
-9.415475726127624512e-01 2.992266178131103516e+00
1.076146841049194336e+00 -5.214915275573730469e-01
-4.572030007839202881e-01 -2.374332427978515625e+00
-1.620936512947082520e+00 -2.819128930568695068e-01
8.570653200149536133e-01 -4.959051311016082764e-01
1.494050383567810059e+00 1.317947268486022949e+00
-6.421845555305480957e-01 9.446483850479125977e-01
-2.193569839000701904e-01 -5.452589988708496094e-01
8.441307544708251953e-01 -1.171011209487915039e+00
-4.093264043331146240e-01 5.660810321569442749e-02
-2.735327780246734619e-01 -7.736128568649291992e-01
1.335805952548980713e-01 1.358599305152893066e+00
-1.250409722328186035e+00 7.726025581359863281e-01
6.432577967643737793e-01 4.576691985130310059e-01
-1.549212336540222168e+00 3.089517354965209961e+00
1.057877182960510254e+00 -2.948452830314636230e-01
-9.632517099380493164e-01 -1.323054730892181396e-01
2.851422131061553955e-01 1.064554452896118164e+00
-9.276820421218872070e-01 2.835145473480224609e+00
-1.233664035797119141e+00 -1.893594563007354736e-01
3.794007599353790283e-01 -1.432077169418334961e+00
-4.791232645511627197e-01 3.956010341644287109e-01
2.578875303268432617e+00 -4.485264718532562256e-01
1.576993763446807861e-01 1.619973480701446533e-01
1.519430160522460938e+00 -1.158425331115722656e+00
1.091952443122863770e+00 -6.579810380935668945e-01
-1.319454610347747803e-01 -5.053681880235671997e-02
6.213594675064086914e-01 -8.135224580764770508e-01
-8.226070553064346313e-03 -5.187762528657913208e-02
3.132429420948028564e-01 7.565449476242065430e-01
-1.303375661373138428e-01 -1.946107111871242523e-02
-2.429094612598419189e-01 1.387011855840682983e-01
-3.183616697788238525e-01 -2.053829096257686615e-02
-1.961660504341125488e+00 -5.543674230575561523e-01
8.536937832832336426e-02 -8.076454401016235352e-01
9.956831932067871094e-01 -2.718784511089324951e-01
5.172868371009826660e-01 -8.051803112030029297e-01
2.350354492664337158e-01 9.231016784906387329e-02
-2.068638801574707031e+00 -1.256654977798461914e+00
9.177271723747253418e-01 -5.886360406875610352e-01
1.397611796855926514e-01 -1.536415934562683105e+00
1.451062321662902832e+00 1.001092433929443359e+00
-8.599506616592407227e-01 -2.753360748291015625e+00
7.584376931190490723e-01 -1.017285212874412537e-01
-1.897875964641571045e-01 -1.856162212789058685e-02
-1.680386900901794434e+00 -3.560772240161895752e-01
9.426161646842956543e-02 -1.201570630073547363e+00
5.551874041557312012e-01 1.072555065155029297e+00
-6.976885795593261719e-01 2.257442712783813477e+00
1.657605051994323730e+00 3.083905279636383057e-01
-3.972881555557250977e+00 -2.473414182662963867e+00
-1.196896672248840332e+00 -3.978435397148132324e-01
-1.169002771377563477e+00 1.414170980453491211e+00
5.216138958930969238e-01 -3.213703632354736328e-01
2.626629829406738281e+00 -4.042071998119354248e-01
-8.721289634704589844e-01 2.572873353958129883e+00
-2.145272195339202881e-01 7.764602079987525940e-03
-1.241517543792724609e+00 -2.401805520057678223e-01
-3.309911191463470459e-01 -6.168577671051025391e-01
1.589326143264770508e+00 6.917197108268737793e-01
1.551820635795593262e+00 7.089738845825195312e-01
9.322711229324340820e-01 -8.300874382257461548e-02
-8.514939546585083008e-01 -3.563259541988372803e-01
-1.250455498695373535e+00 -2.541450262069702148e-01
-4.984668195247650146e-01 3.932238221168518066e-01
-1.034935235977172852e+00 2.342371702194213867e+00
2.988019213080406189e-02 -6.869899034500122070e-01
2.343892753124237061e-01 2.071861028671264648e-01
-8.532373309135437012e-01 -1.382913231849670410e+00
6.638996601104736328e-01 -5.070956349372863770e-01
-1.787414312362670898e+00 -8.968243598937988281e-01
5.846455097198486328e-01 -4.469011127948760986e-01
-1.074187517166137695e+00 2.242341518402099609e+00
4.271123111248016357e-01 -4.290508329868316650e-01
1.341874897480010986e-01 -1.777424216270446777e+00
-9.053226113319396973e-01 2.405074357986450195e+00
5.101689696311950684e-01 1.722222864627838135e-01
-1.265885233879089355e+00 -2.833548784255981445e-01
1.174667358398437500e+00 -9.201872348785400391e-01
2.348284423351287842e-01 1.555260419845581055e-01
-2.017904818058013916e-01 -1.933149062097072601e-02
2.155293703079223633e+00 1.505774736404418945e+00
9.023030996322631836e-01 -1.120969057083129883e+00
2.865962684154510498e-01 -7.026554942131042480e-01
2.736855506896972656e+00 -6.387528181076049805e-01
3.357824087142944336e-01 -4.822268784046173096e-01
3.125211000442504883e+00 -2.543524026870727539e+00
1.502047657966613770e+00 5.204032659530639648e-01
-1.231998085975646973e+00 2.468449354171752930e+00
-2.598065435886383057e-01 2.123765200376510620e-01
-2.966139793395996094e+00 -1.076849460601806641e+00
-1.468339800834655762e+00 8.850930929183959961e-01
1.404619514942169189e-01 -2.131777286529541016e+00
-4.305891096591949463e-01 -2.461193948984146118e-01
3.189562320709228516e+00 -2.091140449047088623e-01
1.363266587257385254e+00 6.829912662506103516e-01
-2.283194541931152344e+00 -5.745830535888671875e-01
6.105150580406188965e-01 -5.974367856979370117e-01
3.756386935710906982e-01 -1.154574751853942871e+00
-7.239392995834350586e-01 1.099308371543884277e+00
-1.510024189949035645e+00 -5.336653590202331543e-01
-1.706522941589355469e+00 -2.357678860425949097e-01
-3.663170635700225830e-01 -4.827021062374114990e-01
-2.425383806228637695e+00 -9.509744048118591309e-01
-7.445135712623596191e-01 9.607782363891601562e-01
4.177712500095367432e-01 -3.079930245876312256e-01
2.434636592864990234e+00 3.041693009436130524e-02
9.782353043556213379e-02 2.011633515357971191e-01
-1.102340817451477051e+00 2.644775629043579102e+00
7.482220530509948730e-01 -3.641609549522399902e-01
2.398430585861206055e+00 -9.640643596649169922e-01
-5.976005792617797852e-01 2.228926658630371094e+00
-1.607727110385894775e-01 5.957072228193283081e-02
7.377866506576538086e-01 -3.126595318317413330e-01
5.648687109351158142e-02 2.315118312835693359e-01
1.043586373329162598e+00 -9.008605480194091797e-01
1.006875395774841309e+00 -3.533828735351562500e+00
-1.938867270946502686e-01 2.651695311069488525e-01
-2.641855180263519287e-01 -1.631701439619064331e-01
1.066334486007690430e+00 2.109434902667999268e-01
-3.858178555965423584e-01 -6.394994258880615234e-02
7.158451080322265625e-01 -5.424246191978454590e-01
8.617677092552185059e-01 1.542780101299285889e-01
8.311012983322143555e-01 -4.560495167970657349e-02
6.432005167007446289e-01 -8.696293830871582031e-01
-1.105222105979919434e+00 8.716250658035278320e-01
-1.315014660358428955e-01 -1.420288532972335815e-01
3.349014818668365479e-01 9.418406486511230469e-01
4.164957404136657715e-01 2.179713547229766846e-01
-1.067781567573547363e+00 2.937345504760742188e+00
